Number,Title,URL,Coordinates
01071,"Jackson County, Alabama","https://en.wikipedia.org/wiki/Jackson_County,_Alabama",34.783; -86.000
01073,"Jefferson County, Alabama","https://en.wikipedia.org/wiki/Jefferson_County,_Alabama",33.52; -86.81
01075,"Lamar County, Alabama","https://en.wikipedia.org/wiki/Lamar_County,_Alabama",33.78056; -88.09639
01077,"Lauderdale County, Alabama","https://en.wikipedia.org/wiki/Lauderdale_County,_Alabama",34.89917; -87.65028
01079,"Lawrence County, Alabama","https://en.wikipedia.org/wiki/Lawrence_County,_Alabama",34.52139; -87.31028
01081,"Lee County, Alabama","https://en.wikipedia.org/wiki/Lee_County,_Alabama",32.60139; -85.35361
01083,"Limestone County, Alabama","https://en.wikipedia.org/wiki/Limestone_County,_Alabama",34.81111; -86.98417
01085,"Lowndes County, Alabama","https://en.wikipedia.org/wiki/Lowndes_County,_Alabama",32.150; -86.650
01087,"Macon County, Alabama","https://en.wikipedia.org/wiki/Macon_County,_Alabama",32.38528; -85.69361
01089,"Madison County, Alabama","https://en.wikipedia.org/wiki/Madison_County,_Alabama",34.76583; -86.55778
01091,"Marengo County, Alabama","https://en.wikipedia.org/wiki/Marengo_County,_Alabama",32.24194; -87.78944
01093,"Marion County, Alabama","https://en.wikipedia.org/wiki/Marion_County,_Alabama",34.13639; -87.88417
01095,"Marshall County, Alabama","https://en.wikipedia.org/wiki/Marshall_County,_Alabama",34.36806; -86.30389
01097,"Mobile County, Alabama","https://en.wikipedia.org/wiki/Mobile_County,_Alabama",30.78639; -88.21389
01099,"Monroe County, Alabama","https://en.wikipedia.org/wiki/Monroe_County,_Alabama",31.57083; -87.36972
01101,"Montgomery County, Alabama","https://en.wikipedia.org/wiki/Montgomery_County,_Alabama",32.21917; -86.20944
01103,"Morgan County, Alabama","https://en.wikipedia.org/wiki/Morgan_County,_Alabama",34.45167; -86.85722
01105,"Perry County, Alabama","https://en.wikipedia.org/wiki/Perry_County,_Alabama",32.63583; -87.29194
01107,"Pickens County, Alabama","https://en.wikipedia.org/wiki/Pickens_County,_Alabama",33.27861; -88.09306
01109,"Pike County, Alabama","https://en.wikipedia.org/wiki/Pike_County,_Alabama",31.79917; -85.93861
01111,"Randolph County, Alabama","https://en.wikipedia.org/wiki/Randolph_County,_Alabama",33.28917; -85.46028
01113,"Russell County, Alabama","https://en.wikipedia.org/wiki/Russell_County,_Alabama",32.28667; -85.19389
01115,"St. Clair County, Alabama","https://en.wikipedia.org/wiki/St._Clair_County,_Alabama",33.71583; -86.31806
01117,"Shelby County, Alabama","https://en.wikipedia.org/wiki/Shelby_County,_Alabama",33.26528; -86.66778
01119,"Sumter County, Alabama","https://en.wikipedia.org/wiki/Sumter_County,_Alabama",32.59167; -88.20417
01121,"Talladega County, Alabama","https://en.wikipedia.org/wiki/Talladega_County,_Alabama",33.383; -86.167
01123,"Tallapoosa County, Alabama","https://en.wikipedia.org/wiki/Tallapoosa_County,_Alabama",32.86139; -85.79722
01125,"Tuscaloosa County, Alabama","https://en.wikipedia.org/wiki/Tuscaloosa_County,_Alabama",33.20654; -87.534607
01127,"Walker County, Alabama","https://en.wikipedia.org/wiki/Walker_County,_Alabama",33.80361; -87.29778
01129,"Washington County, Alabama","https://en.wikipedia.org/wiki/Washington_County,_Alabama",31.40917; -88.21139
01131,"Wilcox County, Alabama","https://en.wikipedia.org/wiki/Wilcox_County,_Alabama",31.98500; -87.31083
01133,"Winston County, Alabama","https://en.wikipedia.org/wiki/Winston_County,_Alabama",34.14917; -87.37472
02013,"Aleutians East Borough, Alaska","https://en.wikipedia.org/wiki/Aleutians_East_Borough,_Alaska",55.23; -161.92
02016,"Aleutians West Census Area, Alaska","https://en.wikipedia.org/wiki/Aleutians_West_Census_Area,_Alaska",52.16298; -174.28505
02020,"Anchorage, Alaska","https://en.wikipedia.org/wiki/Anchorage,_Alaska",61.21667; -149.89361
02050,"Bethel Census Area, Alaska","https://en.wikipedia.org/wiki/Bethel_Census_Area,_Alaska",60.750; -160.500
02060,"Bristol Bay Borough, Alaska","https://en.wikipedia.org/wiki/Bristol_Bay_Borough,_Alaska",58.750; -156.833
02063,"Chugach Census Area, Alaska","https://en.wikipedia.org/wiki/Chugach_Census_Area,_Alaska",60.49; -146.2
02066,"Copper River Census Area, Alaska","https://en.wikipedia.org/wiki/Copper_River_Census_Area,_Alaska",62.03; -143.92
02068,"Denali Borough, Alaska","https://en.wikipedia.org/wiki/Denali_Borough,_Alaska",63.78889; -150.19167
02070,"Dillingham Census Area, Alaska","https://en.wikipedia.org/wiki/Dillingham_Census_Area,_Alaska",59.95; -158.43
02090,"Fairbanks North Star Borough, Alaska","https://en.wikipedia.org/wiki/Fairbanks_North_Star_Borough,_Alaska",64.833; -146.417
02100,"Haines Borough, Alaska","https://en.wikipedia.org/wiki/Haines_Borough,_Alaska",59.16; -135.44
02105,"Hoonahâ€“Angoon Census Area, Alaska","https://en.wikipedia.org/wiki/Hoonah%E2%80%93Angoon_Census_Area,_Alaska",58.133; -135.150
02110,"Juneau, Alaska","https://en.wikipedia.org/wiki/Juneau,_Alaska",58.30000; -134.41611
02122,"Kenai Peninsula Borough, Alaska","https://en.wikipedia.org/wiki/Kenai_Peninsula_Borough,_Alaska",60.417; -151.250
02130,"Ketchikan Gateway Borough, Alaska","https://en.wikipedia.org/wiki/Ketchikan_Gateway_Borough,_Alaska",55.550; -131.083
02150,"Kodiak Island Borough, Alaska","https://en.wikipedia.org/wiki/Kodiak_Island_Borough,_Alaska",57.71; -153.78
02158,"Kusilvak Census Area, Alaska","https://en.wikipedia.org/wiki/Kusilvak_Census_Area,_Alaska",62.09; -163.53
02164,"Lake and Peninsula Borough, Alaska","https://en.wikipedia.org/wiki/Lake_and_Peninsula_Borough,_Alaska",58.40; -156.18
02170,"Matanuska-Susitna Borough, Alaska","https://en.wikipedia.org/wiki/Matanuska-Susitna_Borough,_Alaska",62.40; -149.58
02180,"Nome Census Area, Alaska","https://en.wikipedia.org/wiki/Nome_Census_Area,_Alaska",64.74; -164.19
02185,"North Slope Borough, Alaska","https://en.wikipedia.org/wiki/North_Slope_Borough,_Alaska",69.30; -153.45
02188,"Northwest Arctic Borough, Alaska","https://en.wikipedia.org/wiki/Northwest_Arctic_Borough,_Alaska",67.00; -160.00
02195,"Petersburg Borough, Alaska","https://en.wikipedia.org/wiki/Petersburg_Borough,_Alaska",56.6167; -133.3500
02198,"Prince of Wales â€“ Hyder Census Area, Alaska","https://en.wikipedia.org/wiki/Prince_of_Wales_%E2%80%93_Hyder_Census_Area,_Alaska",55.59697; -132.80273
02220,"Sitka, Alaska","https://en.wikipedia.org/wiki/Sitka,_Alaska",57.05333; -135.33472
02230,"Skagway, Alaska","https://en.wikipedia.org/wiki/Skagway,_Alaska",59.45833; -135.31389
02240,"Southeast Fairbanks Census Area, Alaska","https://en.wikipedia.org/wiki/Southeast_Fairbanks_Census_Area,_Alaska",63.77; -143.60
02275,"Wrangell, Alaska","https://en.wikipedia.org/wiki/Wrangell,_Alaska",56.38500; -132.08639
02282,"Yakutat, Alaska","https://en.wikipedia.org/wiki/Yakutat,_Alaska",59.54694; -139.72722
02290,"Yukonâ€“Koyukuk Census Area, Alaska","https://en.wikipedia.org/wiki/Yukon%E2%80%93Koyukuk_Census_Area,_Alaska",65.29; -151.65
60010,"Eastern District, American Samoa","https://en.wikipedia.org/wiki/Eastern_District,_American_Samoa",-14.26667; -170.65000
60020,"Manu'a District, American Samoa","https://en.wikipedia.org/wiki/Manu%27a_District,_American_Samoa",-14.2086; -169.5528
60030,Rose Atoll,https://en.wikipedia.org/wiki/Rose_Atoll,-14.54667; -168.15194
60040,Swains Island,https://en.wikipedia.org/wiki/Swains_Island,-11.05556; -171.07778
60050,"Western District, American Samoa","https://en.wikipedia.org/wiki/Western_District,_American_Samoa",-14.31667; -170.76667
04001,"Apache County, Arizona","https://en.wikipedia.org/wiki/Apache_County,_Arizona",35.42389; -109.44250
04003,"Cochise County, Arizona","https://en.wikipedia.org/wiki/Cochise_County,_Arizona",31.867; -109.750
04005,"Coconino County, Arizona","https://en.wikipedia.org/wiki/Coconino_County,_Arizona",35.700; -111.500
04007,"Gila County, Arizona","https://en.wikipedia.org/wiki/Gila_County,_Arizona",33.79111; -110.83639
04009,"Graham County, Arizona","https://en.wikipedia.org/wiki/Graham_County,_Arizona",33.00917; -109.88528
04011,"Greenlee County, Arizona","https://en.wikipedia.org/wiki/Greenlee_County,_Arizona",33.10167; -109.26861
04012,"La Paz County, Arizona","https://en.wikipedia.org/wiki/La_Paz_County,_Arizona",33.84028; -113.94278
04013,"Maricopa County, Arizona","https://en.wikipedia.org/wiki/Maricopa_County,_Arizona",33.51389; -112.47583
04015,"Mohave County, Arizona","https://en.wikipedia.org/wiki/Mohave_County,_Arizona",35.68194; -113.86306
04017,"Navajo County, Arizona","https://en.wikipedia.org/wiki/Navajo_County,_Arizona",35.49778; -110.28972
04019,"Pima County, Arizona","https://en.wikipedia.org/wiki/Pima_County,_Arizona",32.06528; -111.82083
04021,"Pinal County, Arizona","https://en.wikipedia.org/wiki/Pinal_County,_Arizona",32.98694; -111.32722
04023,"Santa Cruz County, Arizona","https://en.wikipedia.org/wiki/Santa_Cruz_County,_Arizona",31.533; -110.833
04025,"Yavapai County, Arizona","https://en.wikipedia.org/wiki/Yavapai_County,_Arizona",34.56139; -112.54000
04027,"Yuma County, Arizona","https://en.wikipedia.org/wiki/Yuma_County,_Arizona",32.78694; -113.98278
05001,"Arkansas County, Arkansas","https://en.wikipedia.org/wiki/Arkansas_County,_Arkansas",34.27417; -91.38389
05003,"Ashley County, Arkansas","https://en.wikipedia.org/wiki/Ashley_County,_Arkansas",33.20889; -91.79528
05005,"Baxter County, Arkansas","https://en.wikipedia.org/wiki/Baxter_County,_Arkansas",36.30694; -92.35472
05007,"Benton County, Arkansas","https://en.wikipedia.org/wiki/Benton_County,_Arkansas",36.35222; -94.23417
05009,"Boone County, Arkansas","https://en.wikipedia.org/wiki/Boone_County,_Arkansas",36.30611; -93.09389
05011,"Bradley County, Arkansas","https://en.wikipedia.org/wiki/Bradley_County,_Arkansas",33.49417; -92.14500
05013,"Calhoun County, Arkansas","https://en.wikipedia.org/wiki/Calhoun_County,_Arkansas",33.57083; -92.52361
05015,"Carroll County, Arkansas","https://en.wikipedia.org/wiki/Carroll_County,_Arkansas",36.36806; -93.49639
05017,"Chicot County, Arkansas","https://en.wikipedia.org/wiki/Chicot_County,_Arkansas",33.29806; -91.27500
05019,"Clark County, Arkansas","https://en.wikipedia.org/wiki/Clark_County,_Arkansas",34.08889; -93.16389
05021,"Clay County, Arkansas","https://en.wikipedia.org/wiki/Clay_County,_Arkansas",36.37750; -90.43528
05023,"Cleburne County, Arkansas","https://en.wikipedia.org/wiki/Cleburne_County,_Arkansas",35.53500; -92.01278
05025,"Cleveland County, Arkansas","https://en.wikipedia.org/wiki/Cleveland_County,_Arkansas",33.89722; -92.17000
05027,"Columbia County, Arkansas","https://en.wikipedia.org/wiki/Columbia_County,_Arkansas",33.24111; -93.21833
05029,"Conway County, Arkansas","https://en.wikipedia.org/wiki/Conway_County,_Arkansas",35.267; -92.700
05031,"Craighead County, Arkansas","https://en.wikipedia.org/wiki/Craighead_County,_Arkansas",35.84028; -90.70750
05033,"Crawford County, Arkansas","https://en.wikipedia.org/wiki/Crawford_County,_Arkansas",35.567; -94.250
05035,"Crittenden County, Arkansas","https://en.wikipedia.org/wiki/Crittenden_County,_Arkansas",35.72111; -90.08083
05037,"Cross County, Arkansas","https://en.wikipedia.org/wiki/Cross_County,_Arkansas",35.29167; -90.77333
05039,"Dallas County, Arkansas","https://en.wikipedia.org/wiki/Dallas_County,_Arkansas",33.97694; -92.67306
05041,"Desha County, Arkansas","https://en.wikipedia.org/wiki/Desha_County,_Arkansas",33.75778; -91.28722
05043,"Drew County, Arkansas","https://en.wikipedia.org/wiki/Drew_County,_Arkansas",33.58444; -91.73083
05045,"Faulkner County, Arkansas","https://en.wikipedia.org/wiki/Faulkner_County,_Arkansas",35.16000; -92.31361
05047,"Franklin County, Arkansas","https://en.wikipedia.org/wiki/Franklin_County,_Arkansas",35.52083; -93.87583
05049,"Fulton County, Arkansas","https://en.wikipedia.org/wiki/Fulton_County,_Arkansas",36.38861; -91.81444
05051,"Garland County, Arkansas","https://en.wikipedia.org/wiki/Garland_County,_Arkansas",34.58361; -93.12750
05053,"Grant County, Arkansas","https://en.wikipedia.org/wiki/Grant_County,_Arkansas",34.29444; -92.43167
05055,"Greene County, Arkansas","https://en.wikipedia.org/wiki/Greene_County,_Arkansas",36.10583; -90.56139
05057,"Hempstead County, Arkansas","https://en.wikipedia.org/wiki/Hempstead_County,_Arkansas",33.7353; -93.66844
05059,"Hot Spring County, Arkansas","https://en.wikipedia.org/wiki/Hot_Spring_County,_Arkansas",34.31861; -92.95389
05061,"Howard County, Arkansas","https://en.wikipedia.org/wiki/Howard_County,_Arkansas",34.13611; -93.98722
05063,"Independence County, Arkansas","https://en.wikipedia.org/wiki/Independence_County,_Arkansas",35.72306; -91.52056
05065,"Izard County, Arkansas","https://en.wikipedia.org/wiki/Izard_County,_Arkansas",36.100; -91.900
05067,"Jackson County, Arkansas","https://en.wikipedia.org/wiki/Jackson_County,_Arkansas",35.59389; -91.19361
05069,"Jefferson County, Arkansas","https://en.wikipedia.org/wiki/Jefferson_County,_Arkansas",34.28750; -91.94222
05071,"Johnson County, Arkansas","https://en.wikipedia.org/wiki/Johnson_County,_Arkansas",35.550; -93.467
05073,"Lafayette County, Arkansas","https://en.wikipedia.org/wiki/Lafayette_County,_Arkansas",33.26417; -93.59278
05075,"Lawrence County, Arkansas","https://en.wikipedia.org/wiki/Lawrence_County,_Arkansas",36.03056; -91.11306
05077,"Lee County, Arkansas","https://en.wikipedia.org/wiki/Lee_County,_Arkansas",34.77556; -90.77472
05079,"Lincoln County, Arkansas","https://en.wikipedia.org/wiki/Lincoln_County,_Arkansas",33.95972; -91.71861
05081,"Little River County, Arkansas","https://en.wikipedia.org/wiki/Little_River_County,_Arkansas",33.69806; -94.22167
05083,"Logan County, Arkansas","https://en.wikipedia.org/wiki/Logan_County,_Arkansas",35.22472; -93.74056
05085,"Lonoke County, Arkansas","https://en.wikipedia.org/wiki/Lonoke_County,_Arkansas",34.77806; -91.87167
05087,"Madison County, Arkansas","https://en.wikipedia.org/wiki/Madison_County,_Arkansas",36.02722; -93.69583
05089,"Marion County, Arkansas","https://en.wikipedia.org/wiki/Marion_County,_Arkansas",36.27972; -92.71583
05091,"Miller County, Arkansas","https://en.wikipedia.org/wiki/Miller_County,_Arkansas",33.32778; -93.87722
05093,"Mississippi County, Arkansas","https://en.wikipedia.org/wiki/Mississippi_County,_Arkansas",35.77667; -90.05444
05095,"Monroe County, Arkansas","https://en.wikipedia.org/wiki/Monroe_County,_Arkansas",34.71333; -91.22222
05097,"Montgomery County, Arkansas","https://en.wikipedia.org/wiki/Montgomery_County,_Arkansas",34.535555555556; -93.664444444444
05099,"Nevada County, Arkansas","https://en.wikipedia.org/wiki/Nevada_County,_Arkansas",33.66111; -93.30083
05101,"Newton County, Arkansas","https://en.wikipedia.org/wiki/Newton_County,_Arkansas",35.93556; -93.22194
05103,"Ouachita County, Arkansas","https://en.wikipedia.org/wiki/Ouachita_County,_Arkansas",33.600; -92.917
05105,"Perry County, Arkansas","https://en.wikipedia.org/wiki/Perry_County,_Arkansas",34.96028; -92.93528
05107,"Phillips County, Arkansas","https://en.wikipedia.org/wiki/Phillips_County,_Arkansas",34.39028; -90.86972
05109,"Pike County, Arkansas","https://en.wikipedia.org/wiki/Pike_County,_Arkansas",34.16667; -93.65750
05111,"Poinsett County, Arkansas","https://en.wikipedia.org/wiki/Poinsett_County,_Arkansas",35.57139; -90.66000
05113,"Polk County, Arkansas","https://en.wikipedia.org/wiki/Polk_County,_Arkansas",34.50194; -94.24083
05115,"Pope County, Arkansas","https://en.wikipedia.org/wiki/Pope_County,_Arkansas",35.42639; -93.03194
05117,"Prairie County, Arkansas","https://en.wikipedia.org/wiki/Prairie_County,_Arkansas",34.82806; -91.53667
05119,"Pulaski County, Arkansas","https://en.wikipedia.org/wiki/Pulaski_County,_Arkansas",34.74222; -92.28583
05121,"Randolph County, Arkansas","https://en.wikipedia.org/wiki/Randolph_County,_Arkansas",36.34472; -91.01278
05123,"St. Francis County, Arkansas","https://en.wikipedia.org/wiki/St._Francis_County,_Arkansas",35.02667; -90.70417
05125,"Saline County, Arkansas","https://en.wikipedia.org/wiki/Saline_County,_Arkansas",34.65111; -92.68167
05127,"Scott County, Arkansas","https://en.wikipedia.org/wiki/Scott_County,_Arkansas",34.88028; -94.07083
05129,"Searcy County, Arkansas","https://en.wikipedia.org/wiki/Searcy_County,_Arkansas",35.92556; -92.70000
05131,"Sebastian County, Arkansas","https://en.wikipedia.org/wiki/Sebastian_County,_Arkansas",35.59417; -94.25806
05133,"Sevier County, Arkansas","https://en.wikipedia.org/wiki/Sevier_County,_Arkansas",34.000; -94.250
05135,"Sharp County, Arkansas","https://en.wikipedia.org/wiki/Sharp_County,_Arkansas",36.15583; -91.50500
05137,"Stone County, Arkansas","https://en.wikipedia.org/wiki/Stone_County,_Arkansas",35.87944; -92.14722
05139,"Union County, Arkansas","https://en.wikipedia.org/wiki/Union_County,_Arkansas",33.18722; -92.59139
05141,"Van Buren County, Arkansas","https://en.wikipedia.org/wiki/Van_Buren_County,_Arkansas",35.60028; -92.49111
05143,"Washington County, Arkansas","https://en.wikipedia.org/wiki/Washington_County,_Arkansas",36.00250; -94.22722
05145,"White County, Arkansas","https://en.wikipedia.org/wiki/White_County,_Arkansas",35.25583; -91.73472
05147,"Woodruff County, Arkansas","https://en.wikipedia.org/wiki/Woodruff_County,_Arkansas",35.19500; -91.22139
05149,"Yell County, Arkansas","https://en.wikipedia.org/wiki/Yell_County,_Arkansas",34.99833; -93.45250
06001,"Alameda County, California","https://en.wikipedia.org/wiki/Alameda_County,_California",37.65; -121.91
06003,"Alpine County, California","https://en.wikipedia.org/wiki/Alpine_County,_California",38.58; -119.80
06005,"Amador County, California","https://en.wikipedia.org/wiki/Amador_County,_California",38.44; -120.66
06007,"Butte County, California","https://en.wikipedia.org/wiki/Butte_County,_California",39.66; -121.60
06009,"Calaveras County, California","https://en.wikipedia.org/wiki/Calaveras_County,_California",38.21; -120.55
06011,"Colusa County, California","https://en.wikipedia.org/wiki/Colusa_County,_California",39.18; -122.24
06013,"Contra Costa County, California","https://en.wikipedia.org/wiki/Contra_Costa_County,_California",37.93; -121.95
06015,"Del Norte County, California","https://en.wikipedia.org/wiki/Del_Norte_County,_California",41.74; -123.96
06017,"El Dorado County, California","https://en.wikipedia.org/wiki/El_Dorado_County,_California",38.78; -120.53
06019,"Fresno County, California","https://en.wikipedia.org/wiki/Fresno_County,_California",36.75; -119.65
06021,"Glenn County, California","https://en.wikipedia.org/wiki/Glenn_County,_California",39.59; -122.39
06023,"Humboldt County, California","https://en.wikipedia.org/wiki/Humboldt_County,_California",40.8; -123.8
06025,"Imperial County, California","https://en.wikipedia.org/wiki/Imperial_County,_California",33.04; -115.35
06027,"Inyo County, California","https://en.wikipedia.org/wiki/Inyo_County,_California",36.583; -117.417
06029,"Kern County, California","https://en.wikipedia.org/wiki/Kern_County,_California",35.34; -118.72
06031,"Kings County, California","https://en.wikipedia.org/wiki/Kings_County,_California",36.07; -119.81
06033,"Lake County, California","https://en.wikipedia.org/wiki/Lake_County,_California",39.09; -122.76
06035,"Lassen County, California","https://en.wikipedia.org/wiki/Lassen_County,_California",40.65; -120.58
06037,"Los Angeles County, California","https://en.wikipedia.org/wiki/Los_Angeles_County,_California",34.050; -118.250
06039,"Madera County, California","https://en.wikipedia.org/wiki/Madera_County,_California",37.22; -119.77
06041,"Marin County, California","https://en.wikipedia.org/wiki/Marin_County,_California",38.04; -122.74
06043,"Mariposa County, California","https://en.wikipedia.org/wiki/Mariposa_County,_California",37.58; -119.91
06045,"Mendocino County, California","https://en.wikipedia.org/wiki/Mendocino_County,_California",39.4692; -123.3942
06047,"Merced County, California","https://en.wikipedia.org/wiki/Merced_County,_California",37.19; -120.71
06049,"Modoc County, California","https://en.wikipedia.org/wiki/Modoc_County,_California",41.60; -120.72
06051,"Mono County, California","https://en.wikipedia.org/wiki/Mono_County,_California",37.917; -118.867
06053,"Monterey County, California","https://en.wikipedia.org/wiki/Monterey_County,_California",36.24; -121.31
06055,"Napa County, California","https://en.wikipedia.org/wiki/Napa_County,_California",38.50; -122.32
06057,"Nevada County, California","https://en.wikipedia.org/wiki/Nevada_County,_California",39.30; -120.77
06059,"Orange County, California","https://en.wikipedia.org/wiki/Orange_County,_California",33.67; -117.78
06061,"Placer County, California","https://en.wikipedia.org/wiki/Placer_County,_California",39.06; -120.73
06063,"Plumas County, California","https://en.wikipedia.org/wiki/Plumas_County,_California",40.01; -120.83
06065,"Riverside County, California","https://en.wikipedia.org/wiki/Riverside_County,_California",33.73; -115.98
06067,"Sacramento County, California","https://en.wikipedia.org/wiki/Sacramento_County,_California",38.45; -121.35
06069,"San Benito County, California","https://en.wikipedia.org/wiki/San_Benito_County,_California",36.61; -121.08
06071,"San Bernardino County, California","https://en.wikipedia.org/wiki/San_Bernardino_County,_California",34.83; -116.19
06073,"San Diego County, California","https://en.wikipedia.org/wiki/San_Diego_County,_California",33.02; -116.77
06075,San Francisco,https://en.wikipedia.org/wiki/San_Francisco,37.77750; -122.41639
06077,"San Joaquin County, California","https://en.wikipedia.org/wiki/San_Joaquin_County,_California",37.8902626;-121.9122363
06079,"San Luis Obispo County, California","https://en.wikipedia.org/wiki/San_Luis_Obispo_County,_California",35.38; -120.45
06081,"San Mateo County, California","https://en.wikipedia.org/wiki/San_Mateo_County,_California",37.44; -122.36
06083,"Santa Barbara County, California","https://en.wikipedia.org/wiki/Santa_Barbara_County,_California",34.54; -120.03
06085,"Santa Clara County, California","https://en.wikipedia.org/wiki/Santa_Clara_County,_California",37.233; -121.717
06087,"Santa Cruz County, California","https://en.wikipedia.org/wiki/Santa_Cruz_County,_California",37.03; -122.01
06089,"Shasta County, California","https://en.wikipedia.org/wiki/Shasta_County,_California",40.76; -122.04
06091,"Sierra County, California","https://en.wikipedia.org/wiki/Sierra_County,_California",39.59; -120.50
06093,"Siskiyou County, California","https://en.wikipedia.org/wiki/Siskiyou_County,_California",41.583; -122.500
06095,"Solano County, California","https://en.wikipedia.org/wiki/Solano_County,_California",38.27; -121.94
06097,"Sonoma County, California","https://en.wikipedia.org/wiki/Sonoma_County,_California",38.51; -122.93
06099,"Stanislaus County, California","https://en.wikipedia.org/wiki/Stanislaus_County,_California",37.56; -120.99
06101,"Sutter County, California","https://en.wikipedia.org/wiki/Sutter_County,_California",39.04; -121.69
06103,"Tehama County, California","https://en.wikipedia.org/wiki/Tehama_County,_California",40.13; -122.23
06105,"Trinity County, California","https://en.wikipedia.org/wiki/Trinity_County,_California",40.66; -123.12
06107,"Tulare County, California","https://en.wikipedia.org/wiki/Tulare_County,_California",36.23; -118.80
06109,"Tuolumne County, California","https://en.wikipedia.org/wiki/Tuolumne_County,_California",38.02; -119.94
06111,"Ventura County, California","https://en.wikipedia.org/wiki/Ventura_County,_California",34.36; -119.15
06113,"Yolo County, California","https://en.wikipedia.org/wiki/Yolo_County,_California",38.55389; -121.73806
06115,"Yuba County, California","https://en.wikipedia.org/wiki/Yuba_County,_California",39.27; -121.35
08001,"Adams County, Colorado","https://en.wikipedia.org/wiki/Adams_County,_Colorado",39.87; -104.35
08003,"Alamosa County, Colorado","https://en.wikipedia.org/wiki/Alamosa_County,_Colorado",37.57; -105.78
08005,"Arapahoe County, Colorado","https://en.wikipedia.org/wiki/Arapahoe_County,_Colorado",39.64; -104.33
08007,"Archuleta County, Colorado","https://en.wikipedia.org/wiki/Archuleta_County,_Colorado",37.19; -107.05
